datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery
2020-03-22 00:00:00,-400.0,-0.0,1206.0,806.0,0.0,806.0,0.0,0.0,0.0
2020-03-22 01:00:00,-400.0,400.0,1184.0,784.0,0.0,784.0,0.0,0.0,0.0
2020-03-22 02:00:00,-400.0,800.0,1188.0,788.0,0.0,788.0,0.0,0.0,0.0
2020-03-22 03:00:00,-400.0,1200.0,1054.0,654.0,0.0,654.0,0.0,0.0,0.0
2020-03-22 04:00:00,-0.0,1600.0,586.0,586.0,0.0,586.0,0.0,0.0,0.0
2020-03-22 05:00:00,-0.0,1600.0,524.0,524.0,0.0,524.0,0.0,0.0,0.0
2020-03-22 06:00:00,-0.0,1600.0,512.0,512.0,0.0,512.0,0.0,0.0,0.0
2020-03-22 07:00:00,-0.0,1600.0,792.0,985.0,193.0,792.0,193.0,0.0,0.0
2020-03-22 08:00:00,400.0,1600.0,74.0,791.0,317.0,474.0,317.0,0.0,0.0
2020-03-22 09:00:00,330.0,1200.0,0.0,707.0,377.0,330.0,377.0,0.0,0.0
2020-03-22 10:00:00,-718.0,870.0,0.0,723.0,1441.0,0.0,723.0,0.0,718.0
2020-03-22 11:00:00,-11.999999999999922,1588.0,-7.815970093361102e-14,932.0,2664.0,0.0,932.0,1720.0,12.0
2020-03-22 12:00:00,-0.0,1600.0,0.0,383.0,2047.0,0.0,383.0,1664.0,0.0
2020-03-22 13:00:00,-0.0,1600.0,0.0,567.0,1877.0,0.0,567.0,1310.0,0.0
2020-03-22 14:00:00,-0.0,1600.0,0.0,1172.0,1790.0,0.0,1172.0,618.0,0.0
2020-03-22 15:00:00,-0.0,1600.0,0.0,457.0,833.0,0.0,457.0,376.0,0.0
2020-03-22 16:00:00,-0.0,1600.0,0.0,249.0,629.0,0.0,249.0,380.0,0.0
2020-03-22 17:00:00,378.0,1600.0,0.0,600.0,222.0,378.0,222.0,0.0,0.0
2020-03-22 18:00:00,400.0,1222.0,104.0,513.0,9.0,504.0,9.0,0.0,0.0
2020-03-22 19:00:00,400.0,822.0,228.0,628.0,0.0,628.0,0.0,0.0,0.0
2020-03-22 20:00:00,400.0,422.0,296.0,696.0,0.0,696.0,0.0,0.0,0.0
2020-03-22 21:00:00,0.0,22.0,600.0,600.0,0.0,600.0,0.0,0.0,0.0
2020-03-22 22:00:00,0.0,22.0,576.0,576.0,0.0,576.0,0.0,0.0,0.0
2020-03-22 23:00:00,0.0,22.0,524.0,524.0,0.0,524.0,0.0,0.0,0.0
